LLgeneID,EntrezGeneID
LL0000004701,
LL0000004702,565999
LL0000004703,
LL0000004704,
LL0000004705,
LL0000004706,100333146
LL0000004707,797544
LL0000004708,110438456
LL0000004709,100498671
LL0000004710,
LL0000004711,
LL0000004712,393518
LL0000004713,100536252
LL0000004714,
LL0000004715,
LL0000004716,
LL0000004717,100333944
LL0000004718,100333835
LL0000004719,101884319
LL0000004720,103909724
LL0000004721,
LL0000004722,
LL0000004723,100536505
LL0000004724,
LL0000004725,100332626
LL0000004726,
LL0000004727,335288
LL0000004728,336060
LL0000004729,101882435
LL0000004730,
LL0000004731,
LL0000004732,100333889
LL0000004733,794807
LL0000004734,562059
LL0000004735,569528
LL0000004736,555941
LL0000004737,562796
LL0000004738,170581
LL0000004739,403310
LL0000004740,403311
LL0000004741,564274
LL0000004742,567702
LL0000004743,793708
LL0000004744,559964
LL0000004745,563904
LL0000004746,560875
LL0000004747,100007317
LL0000004748,566351
LL0000004749,570683
LL0000004750,405791
LL0000004751,101882457
LL0000004752,561434
LL0000004753,541376
LL0000004754,568759
LL0000004755,100148645
LL0000004756,100535196
LL0000004757,568225
LL0000004758,100150428
LL0000004759,436925
LL0000004760,795492
LL0000004761,558806
LL0000004762,565158
LL0000004763,559015
LL0000004764,562422
LL0000004765,678560
LL0000004766,322013
LL0000004767,571193
LL0000004768,393614
LL0000004769,569855
LL0000004770,567438
LL0000004771,564883
LL0000004772,797554
LL0000004773,794222
LL0000004774,797409
LL0000004775,100331116
LL0000004776,100034580
LL0000004777,100003220
LL0000004778,100034540
LL0000004779,100003278
LL0000004780,550428
LL0000004781,100003329
LL0000004782,100126813
LL0000004783,100538081
LL0000004784,405823
LL0000004785,266992
LL0000004786,569931
LL0000004787,562183
LL0000004788,793954
LL0000004789,571698
LL0000004790,692273
LL0000004791,492787
LL0000004792,407617
LL0000004793,100333933
LL0000004794,100001129
LL0000004795,30331
LL0000004796,557416
LL0000004797,100001650
LL0000004798,393691
LL0000004799,393684
LL0000004800,436744
LL0000004801,334971
LL0000004802,386968
LL0000004803,553776
LL0000004804,560268
LL0000004805,445508
LL0000004806,567131
LL0000004807,322909
LL0000004808,563892
LL0000004809,100005176
LL0000004810,368657
LL0000004811,569873
LL0000004812,100005130
LL0000004813,100037308
LL0000004814,110437808
LL0000004815,780840
LL0000039771,406660
LL0000004816,368217
LL0000004817,336121
LL0000004818,192322
LL0000039772,327379
LL0000004820,321808
LL0000004821,560151
LL0000004822,100321746
LL0000004823,562420
LL0000004824,100007635
LL0000004825,325317
LL0000004826,30248
LL0000004827,321315
LL0000004828,415241
LL0000004829,394057
LL0000004830,100307104
LL0000004831,555945
LL0000004832,794026
LL0000004833,100144566
LL0000004834,791176
LL0000004835,335654
LL0000004836,393802
LL0000004837,550436
LL0000004838,562064
LL0000004839,798222
LL0000004840,445208
LL0000004841,436815
LL0000004842,791855
LL0000004843,793359
LL0000004844,555986
LL0000004845,553607
LL0000004846,436915
LL0000004847,550270
LL0000004848,541526
LL0000004849,100170786
LL0000004850,110440173
LL0000004851,567243
LL0000004852,393422
LL0000004853,553431
LL0000004854,404622
LL0000004855,402833
LL0000004856,561094
LL0000004857,562741
LL0000004858,558673
LL0000039773,556256
LL0000004861,101883062
LL0000004862,797322
LL0000004863,497465
LL0000004864,101886599
LL0000004865,406806
LL0000004866,555955
LL0000004867,406558
LL0000004868,445201
LL0000004869,406757
LL0000004870,334527
LL0000004871,393809
LL0000004872,565410
LL0000004873,336597
LL0000004874,570311
LL0000004875,799247
LL0000004876,560088
LL0000004877,100330198
LL0000004878,393417
LL0000004879,565106
LL0000004880,541374
LL0000004881,563053
LL0000004882,445091
LL0000004883,447832
LL0000004884,100034405
LL0000004885,563346
LL0000004886,100006332
LL0000004887,556792
LL0000004888,337730
LL0000004889,445107
LL0000004890,550598
LL0000004891,560033
LL0000004892,445090
LL0000004893,406341
LL0000004894,407729
LL0000004895,101884719
LL0000004896,550371
LL0000004897,550473
LL0000004898,327029
LL0000004899,474327
LL0000004900,335083
LL0000004901,568143
LL0000004902,557072
LL0000004903,568689
LL0000004904,557314
LL0000004905,796425
LL0000004906,555728
LL0000004907,393534
LL0000004908,445251
LL0000004909,100003090
LL0000004910,101883470
LL0000004911,567758
LL0000004912,100537031
LL0000004913,503765
LL0000004914,368284
LL0000004915,555187
LL0000004916,562883
LL0000004917,550232
LL0000004918,557301
LL0000004919,799423
LL0000004920,566485
LL0000004921,403025
LL0000004922,555654
LL0000004923,692268
LL0000004924,259195
LL0000004925,100148073
LL0000004926,563678
LL0000004927,373118
LL0000004928,140621
LL0000004929,566604
LL0000004930,552927
LL0000004931,791531
LL0000004932,664751
LL0000004933,553634
LL0000004934,58022
LL0000004935,541521
LL0000004936,100049706
LL0000004937,557302
LL0000004938,492763
LL0000004939,57933
LL0000004940,259303
LL0000004941,566185
LL0000004942,445226
LL0000004943,767757
LL0000004944,114410
LL0000004945,560607
LL0000004946,100000938
LL0000004947,563084
LL0000004948,449937
LL0000004949,327294
LL0000004950,559053
LL0000004951,30068
LL0000004952,767803
LL0000004953,323695
LL0000004954,415240
LL0000004955,449679
LL0000004956,557070
LL0000004957,561082
LL0000004958,402824
LL0000004959,447845
LL0000004960,552940
LL0000004961,494036
LL0000004962,560283
LL0000004963,558687
LL0000004964,557421
LL0000004965,767652
LL0000004966,563252
LL0000004967,30744
LL0000004968,492364
LL0000004969,556277
LL0000004970,565383
LL0000004971,394041
LL0000004972,436793
LL0000004973,559705
LL0000004974,100149559
LL0000004975,100007940
LL0000004976,100144567
LL0000004977,100007164
LL0000004978,100535383
LL0000004979,100002104
LL0000004980,100002173
LL0000004981,556853
LL0000004982,560583
LL0000004983,563847
LL0000004984,100007371
LL0000004985,793037
LL0000004986,
LL0000004987,561171
LL0000004988,560421
LL0000004989,373866
LL0000004990,337696
LL0000004991,402954
LL0000004992,550524
LL0000004993,266987
LL0000004994,406536
LL0000004995,326746
LL0000004996,415180
LL0000004997,327291
LL0000004998,751689
LL0000004999,567497
LL0000005000,573110
LL0000005001,563396
LL0000005002,799294
LL0000005003,556231
LL0000005004,550551
LL0000005005,101882803
LL0000005006,100150672
LL0000005007,799361
LL0000005008,326875
LL0000005009,100001297
LL0000005010,563720
LL0000005011,570250
LL0000005012,568087
LL0000005013,564155
LL0000005014,555629
LL0000005015,325319
LL0000005016,437026
LL0000005017,565570
LL0000005018,503526
LL0000005019,503711
LL0000005020,450041
LL0000005021,492767
LL0000005022,503608
LL0000005023,793027
LL0000005024,768286
LL0000005025,393537
LL0000005026,565477
LL0000005027,751690
LL0000005028,751722
LL0000005029,792067
LL0000005030,555345
LL0000005031,402887
LL0000005032,100536187
LL0000005033,555782
LL0000039774,100321715
LL0000005035,767789
LL0000005036,562752
LL0000005037,553274
LL0000005038,569287
LL0000005039,767671
LL0000005040,449999
LL0000005041,436983
LL0000005042,100333818
LL0000005043,555601
LL0000005044,792470
LL0000005045,368731
LL0000005046,108192093
LL0000005047,
LL0000005048,100538228
LL0000005049,556080
LL0000005050,559748
LL0000005051,100001132
LL0000005052,791129
LL0000005053,100330004
LL0000005054,793687
LL0000005055,559457
LL0000005056,541361
LL0000005057,557827
LL0000005058,795175
LL0000005059,564276
LL0000005060,100538012
LL0000005061,566663
LL0000005062,557112
LL0000005063,100037381
LL0000005064,494495
LL0000005065,556259
LL0000005066,541495
LL0000005067,393359
LL0000005068,326808
LL0000005069,559814
LL0000005070,563478
LL0000005071,564862
LL0000005072,553442
LL0000005073,559302
LL0000005074,100005620
LL0000005075,560952
LL0000005076,553593
LL0000005077,568590
LL0000005078,393631
LL0000005079,447812
LL0000005080,566408
LL0000005081,751752
LL0000005082,100318317
LL0000005083,393780
LL0000005084,564488
LL0000005085,798766
LL0000005086,436650
LL0000005087,368824
LL0000005088,794166
LL0000005089,335905
LL0000005090,393211
LL0000005091,
LL0000005092,555400
LL0000005093,100150366
LL0000005094,368419
LL0000005095,569128
LL0000005096,796417
LL0000005097,327538
LL0000005098,100004068
LL0000005099,767736
LL0000005100,100141348
LL0000005101,447831
LL0000005102,564324
LL0000005103,751667
LL0000005104,436901
LL0000005105,556936
LL0000005106,100329473
LL0000005107,100330741
LL0000005108,553231
LL0000005109,550140
LL0000005110,100149897
LL0000005111,571995
LL0000005112,678566
LL0000005113,559167
LL0000005114,793800
LL0000005115,796966
LL0000005116,100007763
LL0000005117,569038
LL0000005118,100000095
LL0000005119,100331465
LL0000005120,794891
LL0000005121,100192211
LL0000005122,795469
LL0000005123,100192217
LL0000005124,563152
LL0000005125,100333914
LL0000005126,795788
LL0000005127,30268
LL0000005128,794616
LL0000005129,101884043
LL0000005130,100000741
LL0000005131,796633
LL0000005132,100003896
LL0000005133,100170820
LL0000005134,563952
LL0000005135,
LL0000005136,556621
LL0000005137,100331911
LL0000005138,100331978
LL0000005139,568326
LL0000005140,100170201
LL0000005141,100537088
LL0000005142,794050
LL0000005143,100034523
LL0000005144,100536999
LL0000005145,793030
LL0000005146,563208
LL0000005147,798811
LL0000005148,100332947
LL0000005149,100141481
LL0000005150,
LL0000005151,100538242
LL0000005152,797669
LL0000005153,100537869
LL0000005154,100332212
LL0000005155,
LL0000005156,100141480
LL0000005157,436586
LL0000005158,568661
LL0000005159,404206
LL0000005160,192295
LL0000005161,58025
LL0000005162,562825
LL0000005163,368316
LL0000005164,767751
LL0000005165,335429
LL0000005166,30222
LL0000005167,799608
LL0000005168,565038
LL0000005169,449996
LL0000005170,553373
LL0000005171,30188
LL0000005172,415165
LL0000005173,266981
LL0000005174,171473
LL0000005175,266794
LL0000005176,541325
LL0000005177,406239
LL0000005178,100330479
LL0000005179,557593
LL0000005180,100001904
LL0000005181,569432
LL0000005182,553269
LL0000005183,326088
LL0000005184,553650
LL0000005185,334465
LL0000005186,327568
LL0000005187,321464
LL0000005188,557738
LL0000005189,767752
LL0000005190,103908643
LL0000005191,436948
LL0000005192,100004625
LL0000005193,563803
LL0000005194,792585
LL0000005195,568139
LL0000005196,100004988
LL0000005197,558616
LL0000005198,336944
LL0000005199,565958
LL0000005200,100329837
LL0000005201,792495
LL0000005202,553366
LL0000005203,100006078
LL0000005204,550489
LL0000005205,101883094
LL0000005206,100003801
LL0000005207,795160
LL0000005208,793969
LL0000005209,101883927
LL0000005210,192326
LL0000005211,192327
LL0000005212,393555
LL0000005213,322258
LL0000005214,116994
LL0000005215,192324
LL0000005216,394037
LL0000005217,393103
LL0000005218,569058
LL0000005219,450020
LL0000005220,402948
LL0000005221,555639
LL0000005222,101883372
LL0000005223,101885327
LL0000005224,100334918
LL0000005225,554810
LL0000005226,791164
LL0000005227,100101654
LL0000005228,100101465
LL0000005229,323364
LL0000005230,100002565
LL0000005231,101887143
LL0000005232,791140
LL0000005233,101886406
LL0000005234,100004384
LL0000005235,494040
LL0000005236,393936
LL0000005237,100333685
LL0000005238,436636
LL0000005239,100124595
LL0000005240,792693
LL0000005241,799982
LL0000005242,100334281
LL0000005243,100270764
LL0000005244,793819
LL0000005245,797357
LL0000005246,100330801
LL0000005247,567192
LL0000005248,321461
LL0000005249,58113
LL0000005250,30645
LL0000005251,798792
LL0000005252,100329481
LL0000005253,100001623
LL0000005254,58031
LL0000005255,445280
LL0000005256,324098
LL0000005257,324137
LL0000005258,561001
LL0000005259,677754
LL0000005260,100006534
LL0000005261,559896
LL0000005262,323266
LL0000005263,322455
LL0000005264,406737
LL0000005265,559958
LL0000005266,402979
LL0000005267,492807
LL0000005268,565314
LL0000005269,393694
LL0000005270,394124
LL0000005271,565969
LL0000005272,393148
LL0000005273,562014
LL0000005274,406353
LL0000005275,393907
LL0000005276,57925
LL0000005277,558053
LL0000005278,445501
LL0000005279,30450
LL0000005280,393933
LL0000005281,436961
LL0000005282,394013
LL0000005283,569357
LL0000005284,494534
LL0000005285,336839
LL0000005286,567912
LL0000005287,566003
LL0000005288,567039
LL0000005289,101883603
LL0000005290,100007808
LL0000005291,541404
LL0000005292,447829
LL0000005293,431730
LL0000005294,100002938
LL0000005295,558275
LL0000005296,793158
LL0000005297,556226
LL0000005298,791998
LL0000005299,794234
LL0000005300,406695
LL0000005301,394059
LL0000005302,402825
LL0000005303,492768
LL0000005304,393319
LL0000005305,494037
LL0000005306,559398
LL0000005307,550236
LL0000005308,572007
LL0000005309,492815
LL0000005310,100151622
LL0000005311,560859
LL0000005312,541520
LL0000005313,567759
LL0000005314,114424
LL0000005315,568370
LL0000005316,30461
LL0000005317,568508
LL0000005318,558732
LL0000005319,565617
LL0000005320,101886380
LL0000005321,378452
LL0000005322,101886358
LL0000005323,767768
LL0000005324,30291
LL0000005325,407978
LL0000005326,567936
LL0000005327,100007192
LL0000005328,571792
LL0000005329,101882238
LL0000005330,101882839
LL0000005331,108179109
LL0000005332,568392
LL0000005333,
LL0000005334,567602
LL0000005335,30297
LL0000005336,445471
LL0000005337,541393
LL0000005338,567704
LL0000005339,100329245
LL0000005340,108191765
LL0000005341,449008
LL0000005342,100007939
LL0000005343,101886483
LL0000005344,557073
LL0000005345,404620
LL0000005346,80973
LL0000005347,550285
LL0000005348,494103
LL0000005349,100149834
LL0000005350,108178997
LL0000005351,572146
LL0000005352,791619
LL0000005353,559750
LL0000005354,798487
LL0000005355,100150007
LL0000005356,100149670
LL0000005357,406715
LL0000005358,494112
LL0000005359,569515
LL0000005360,108191561
LL0000005361,494160
LL0000005362,777730
LL0000005363,65234
LL0000005364,568402
LL0000005365,436788
LL0000005366,550231
LL0000005367,445114
LL0000005368,558659
LL0000005369,334460
LL0000005370,415195
LL0000005371,100034507
LL0000005372,405897
LL0000005373,373868
LL0000005374,321602
LL0000005375,393600
LL0000005376,445316
LL0000005377,559341
LL0000005378,100151416
LL0000005379,402862
LL0000005380,368329
LL0000005381,399483
LL0000005382,100004175
LL0000005383,100151464
LL0000005384,100329528
LL0000005385,450065
LL0000005386,450034
LL0000005387,555797
LL0000005388,100333252
LL0000005389,402796
LL0000005390,100037317
LL0000005391,393714
LL0000005392,280652
LL0000005393,563220
LL0000005394,100148175
LL0000005395,336227
LL0000005396,100002015
LL0000005397,394161
LL0000005398,566787
LL0000005399,334102
LL0000005400,405762
LL0000005401,100004956
LL0000005402,798281
LL0000005403,568457
LL0000005404,114465
LL0000005405,114453
LL0000005406,140815
LL0000005407,140814
LL0000005408,140817
LL0000005409,140816
LL0000005410,550440
LL0000005411,799918
LL0000005412,322481
LL0000005413,565117
LL0000005414,100535584
LL0000005415,58137
LL0000005416,373117
LL0000005417,57922
LL0000005418,100333973
LL0000005419,436835
LL0000005420,568052
LL0000005421,101884815
LL0000005422,368436
LL0000005423,556520
LL0000005424,560426
LL0000005425,100008568
LL0000005426,100003660
LL0000005427,566851
LL0000005428,767754
LL0000005429,497403
LL0000005430,567359
LL0000005431,558570
LL0000005432,568957
LL0000005433,565144
LL0000005434,445401
LL0000005435,368856
LL0000005436,100126022
LL0000005437,445161
LL0000005438,101885540
LL0000005439,569270
LL0000005440,100334010
LL0000005441,567320
LL0000005442,100332714
LL0000005443,560451
LL0000005444,571489
LL0000005445,100334628
LL0000005446,561486
LL0000005447,100037385
LL0000005448,563066
LL0000005449,553303
LL0000005450,565873
LL0000005451,562035
LL0000005452,557463
LL0000005453,566358
LL0000005454,792564
LL0000005455,100318353
LL0000005456,619252
LL0000005457,565521
LL0000005458,560588
LL0000005459,103908785
LL0000005460,100004437
LL0000005461,431741
LL0000005462,767769
LL0000005463,553800
LL0000005464,791201
LL0000005465,445312
LL0000005466,393574
LL0000005467,541505
LL0000005468,100136857
LL0000005469,553488
LL0000005470,564926
LL0000005471,564741
LL0000005472,100007472
LL0000005473,561994
LL0000005474,555436
LL0000005475,393852
LL0000005476,386640
LL0000005477,560225
LL0000005478,570720
LL0000005479,558337
LL0000005480,558496
LL0000005481,100037318
LL0000005482,568169
LL0000005483,259251
LL0000005484,565295
LL0000005485,100332380
LL0000005486,100141367
LL0000005487,259250
LL0000005488,100330155
LL0000005489,323020
LL0000005490,564867
LL0000005491,566132
LL0000005492,560651
LL0000005493,100006257
LL0000005494,552931
LL0000005495,795310
LL0000005496,492488
LL0000005497,767793
LL0000005498,751706
LL0000005499,794225
LL0000005500,550471
LL0000005501,393784
LL0000005502,402910
LL0000005503,792532
LL0000005504,558475
LL0000005505,497149
LL0000005506,678564
LL0000005507,100537391
LL0000005508,568701
LL0000005509,325276
LL0000005510,101884204
LL0000005511,553666
LL0000005512,567344
LL0000005513,100006472
LL0000005514,561732
LL0000005515,100002842
LL0000005516,564542
LL0000005517,100001777
LL0000005518,558957
LL0000005519,337459
LL0000005520,100534701
LL0000005521,30604
LL0000005522,792472
LL0000005523,553553
LL0000005524,567870
LL0000005525,553297
LL0000005526,570905
LL0000005527,492777
LL0000005528,100526816
LL0000005529,559122
LL0000005530,101884308
LL0000005531,557557
LL0000005532,321496
LL0000005533,406738
LL0000005534,403001
LL0000005535,373114
LL0000005536,100332177
LL0000005537,556399
LL0000005538,559080
LL0000005539,402987
LL0000005540,557043
LL0000005541,561423
LL0000005542,100005752
LL0000005543,553350
LL0000005544,559576
LL0000005545,692284
LL0000005546,494109
LL0000005547,336673
LL0000005548,798384
LL0000005549,100136851
LL0000005550,100151163
LL0000005551,563855
LL0000005552,557614
LL0000005553,394038
LL0000005554,565474
LL0000005555,100330176
LL0000005556,563212
LL0000005557,406285
LL0000005558,100170938
LL0000038096,103171573
LL0000005559,557606
LL0000005560,393757
LL0000005561,393740
LL0000005562,407730
LL0000005563,325751
LL0000005564,445144
LL0000005565,450030
LL0000005566,449542
LL0000005567,492522
LL0000005568,561510
LL0000005569,563236
LL0000005570,393283
LL0000005571,569795
LL0000005572,568230
LL0000005573,558344
LL0000005574,560622
LL0000005575,553422
LL0000005576,570753
LL0000005577,569471
LL0000005578,568214
LL0000005579,572355
LL0000005580,100331020
LL0000005581,393162
LL0000005582,336998
LL0000005583,337851
LL0000005584,555843
LL0000005585,564271
LL0000005586,450039
LL0000005587,792853
LL0000005588,406323
LL0000005589,406338
LL0000005590,406819
LL0000005591,337333
LL0000005592,322420
LL0000005593,564524
LL0000005594,394095
LL0000005595,30067
LL0000005596,337225
LL0000005597,558499
LL0000005598,563589
LL0000005599,566148
LL0000005600,100318566
LL0000005601,402935
LL0000005602,393535
LL0000005603,336426
LL0000005604,798901
LL0000005605,569532
LL0000005606,405840
LL0000005607,406621
LL0000005608,393164
LL0000005609,406766
LL0000005610,550542
LL0000005611,558613
LL0000005612,393351
LL0000005613,100147988
LL0000005614,445397
LL0000005615,393754
LL0000005616,406273
LL0000005617,570999
LL0000005618,550240
LL0000005619,573996
LL0000005620,393310
LL0000005621,325361
LL0000005622,327599
LL0000005623,100000654
LL0000005624,100331155
LL0000005625,103911184
LL0000005626,322605
LL0000005627,503606
LL0000005628,30161
LL0000005629,563085
LL0000005630,792708
LL0000005631,794658
LL0000005632,352938
LL0000005633,555516
LL0000005634,571679
LL0000005635,100149598
LL0000005636,100150701
LL0000005637,553978
LL0000005638,561491
LL0000005639,30725
LL0000005640,556507
LL0000005641,678575
LL0000005642,568849
LL0000005643,568467
LL0000005644,
LL0000005645,556619
LL0000005646,550584
LL0000005647,555747
LL0000005648,394199
LL0000005649,568807
LL0000005650,100006941
LL0000005651,100005295
LL0000005652,100003503
LL0000005653,561906
LL0000005654,569662
LL0000005655,794401
LL0000005656,317643
LL0000005657,568566
LL0000005658,404273
LL0000005659,445315
LL0000005660,100536659
LL0000005661,322468
LL0000005662,445124
LL0000005663,445322
LL0000005664,404232
LL0000005665,407076
LL0000005666,797290
LL0000005667,565671
LL0000005668,404732
LL0000005669,565523
LL0000005670,561896
LL0000005671,100006249
LL0000005672,559721
LL0000005673,556800
LL0000005674,100170782
LL0000005675,563748
LL0000037892,796549
LL0000039775,796549
LL0000005678,324407
LL0000005679,368477
LL0000005680,554366
LL0000005681,555570
LL0000005682,321491
LL0000005683,768163
LL0000005684,393287
LL0000005685,492508
LL0000005686,795104
LL0000005687,406300
LL0000005688,436722
LL0000005689,445283
LL0000005690,564009
LL0000005691,571902
LL0000005692,550376
LL0000005693,393679
LL0000005694,100535603
LL0000005695,560266
LL0000005696,323246
LL0000005697,100536460
LL0000005698,553467
LL0000005699,564304
LL0000005700,100003537
LL0000005701,553329
LL0000005702,557778
LL0000005703,100003640
LL0000005704,560948
LL0000005705,100535864
LL0000005706,101883257
LL0000005707,553421
LL0000005708,550495
LL0000005709,678563
LL0000005710,393577
LL0000005711,393354
LL0000005712,767678
LL0000005713,100136861
LL0000005714,100329792
LL0000005715,100333880
LL0000005716,793303
LL0000005717,450024
LL0000005718,562291
LL0000005719,100006037
LL0000005720,103911032
LL0000005721,406846
LL0000005722,569937
LL0000005723,406549
LL0000005724,492614
LL0000005725,564694
LL0000005726,140744
LL0000005727,30095
LL0000005728,794752
LL0000005729,321892
LL0000005730,327506
LL0000005731,799492
LL0000005732,445199
LL0000039776,561930
LL0000005735,562077
LL0000005736,404604
LL0000005737,555304
LL0000005738,334289
LL0000005739,
LL0000005740,562247
LL0000005741,795133
LL0000005742,567478
LL0000005743,100150892
LL0000005744,100333644
LL0000005745,563453
LL0000005746,559340
LL0000005747,768175
LL0000005748,562336
LL0000005749,557584
LL0000005750,568122
LL0000005751,553351
LL0000005752,393353
LL0000005753,81590
LL0000005754,368619
LL0000005755,100004456
LL0000005756,553386
LL0000005757,436897
LL0000005758,81592
LL0000005759,81593
LL0000005760,573644
LL0000005761,678556
LL0000005762,81591
LL0000005763,436719
LL0000005764,100001934
LL0000005765,557209
LL0000005766,550431
LL0000005767,562525
LL0000039777,101886267
LL0000005768,553515
LL0000005769,567620
LL0000005770,568833
LL0000005771,406559
LL0000005772,450023
LL0000005773,436612
LL0000005774,60635
LL0000005775,445278
LL0000005776,81580
LL0000005777,81581
LL0000005778,81582
LL0000005779,81583
LL0000005780,335628
LL0000005781,554386
LL0000005782,81584
LL0000005783,81585
LL0000005784,81586
LL0000005785,81587
LL0000005786,569084
LL0000005787,81589
LL0000005788,445070
LL0000005789,568355
LL0000005790,327325
LL0000005791,393184
LL0000005792,570145
LL0000005793,100330122
LL0000005794,572488
LL0000005795,100537161
LL0000005796,556495
LL0000005797,324481
LL0000005798,436834
LL0000005799,84040
LL0000005800,368255
LL0000005801,492513
LL0000005802,405833
LL0000005803,100333907
LL0000005804,323870
LL0000005805,100537648
LL0000005806,797680
LL0000005807,556406
LL0000005808,562450
LL0000005809,
LL0000005810,558981
LL0000005811,767784
LL0000005812,321857
LL0000005813,503607
LL0000005814,100330495
LL0000005815,492340
LL0000005816,569407
LL0000005817,449809
LL0000005818,570764
LL0000005819,100136870
LL0000005820,30699
LL0000005821,30140
LL0000005822,352927
LL0000005823,565621
LL0000005825,100331587
LL0000005826,553713
LL0000005827,795480
LL0000005828,436653
LL0000005829,447842
LL0000005830,100332309
LL0000005831,436944
LL0000005832,795807
LL0000005833,100000502
LL0000005834,777737
LL0000005835,100125749
LL0000005836,555627
LL0000005837,406318
LL0000005838,100329879
LL0000005839,323579
LL0000005840,503600
LL0000005841,100330183
LL0000005842,393775
LL0000005843,406281
LL0000005844,562666
LL0000005845,100150676
LL0000005846,559018
LL0000005847,566769
LL0000005848,641475
LL0000005849,431739
LL0000005850,561018
LL0000005851,100151256
LL0000005852,406630
LL0000005853,368857
LL0000005854,100333981
LL0000005855,561893
LL0000005856,557341
LL0000005857,795295
LL0000005858,64671
LL0000005859,30208
LL0000005860,406383
LL0000005861,570478
LL0000005862,450027
LL0000005863,445074
LL0000005864,436765
LL0000005865,368348
LL0000005866,559138
LL0000005867,101886542
LL0000005868,791163
LL0000005869,393102
LL0000005870,406742
LL0000005871,560687
LL0000005872,100535758
LL0000005873,326846
LL0000005874,335839
LL0000005875,327288
LL0000005876,550572
LL0000005877,447925
LL0000005878,100001558
LL0000005879,572249
LL0000005880,751786
LL0000005881,103911065
LL0000005882,567242
LL0000005883,100334711
LL0000005884,568123
LL0000005885,568211
LL0000005886,562675
LL0000005887,562466
LL0000005888,110440193
LL0000005889,406282
LL0000005890,541397
LL0000005891,564015
LL0000005892,559388
LL0000005893,402957
LL0000005894,561623
LL0000005895,558834
LL0000005896,100003037
LL0000005897,791772
LL0000005898,567396
LL0000005899,572250
LL0000005900,406658
LL0000005901,326931
LL0000005902,337142
LL0000005903,562504
LL0000005904,555472
LL0000005905,565702
LL0000005906,100329721
LL0000005907,103911794
LL0000005908,100150651
LL0000005909,448949
LL0000005910,449918
LL0000005911,336124
LL0000005912,100037372
LL0000005913,449540
LL0000005914,327627
LL0000005915,569055
LL0000005916,394144
LL0000005917,324048
LL0000005918,560386
LL0000005919,553665
LL0000005920,768119
LL0000005921,406788
LL0000005922,406632
LL0000005923,325896
LL0000005924,334868
LL0000005925,402819
LL0000005926,664684
LL0000005927,550136
LL0000005928,568776
LL0000005929,404209
LL0000005930,795246
LL0000005931,445213
LL0000005932,556881
LL0000005933,569425
LL0000005934,566273
LL0000032802,100150347
LL0000005935,
LL0000005936,100149185
LL0000005937,368438
LL0000005938,799510
LL0000005939,353150
LL0000005940,541474
LL0000005941,30726
LL0000005942,569437
LL0000005943,100000688
LL0000005944,556251
LL0000005945,571349
LL0000005946,327429
LL0000005947,566220
LL0000005948,559157
LL0000005949,563345
LL0000005950,564195
LL0000005951,569185
LL0000005952,571891
LL0000005953,798019
LL0000005954,100334259
LL0000005955,101885447
LL0000039778,108179075
LL0000005956,100141351
LL0000005957,335493
LL0000005958,796017
LL0000005959,751633
LL0000005960,100150991
LL0000005961,555268
LL0000005962,447838
LL0000005963,497312
LL0000005964,100536063
LL0000005965,100332245
LL0000005966,368851
LL0000005967,100334475
LL0000005968,406663
LL0000005969,553061
LL0000005970,569049
LL0000005971,567886
LL0000005972,393290
LL0000005973,768247
LL0000005974,541379
LL0000005975,58024
LL0000005976,558919
LL0000005977,555804
LL0000005978,565402
LL0000005979,555202
LL0000005980,561679
LL0000005981,100149543
LL0000005982,562946
LL0000005983,323154
LL0000005984,321298
LL0000005985,100331704
LL0000005986,792366
LL0000005987,558137
LL0000005988,100535782
LL0000005989,557257
LL0000005990,568794
LL0000005991,564123
LL0000005992,100334893
LL0000005993,768174
LL0000005994,337158
LL0000005995,325675
LL0000005996,336471
LL0000005997,100333837
LL0000005998,100332483
LL0000039779,100004688
LL0000039780,100004688
LL0000006000,560145
LL0000006001,555428
LL0000006002,100332225
LL0000006003,100294690
LL0000006004,100002791
LL0000006005,562496
LL0000006006,503730
LL0000006007,554269
LL0000006008,553355
LL0000006009,553354
LL0000006010,796455
LL0000006011,797430
LL0000006012,554270
LL0000006013,323561
LL0000006014,554268
LL0000006015,100334431
LL0000006016,564821
LL0000006017,100006366
LL0000006018,100330523
LL0000006019,100463515
LL0000006020,569755
LL0000006021,567771
LL0000006022,556874
LL0000006023,564005
LL0000006024,100332562
LL0000006025,559516
LL0000006026,557795
LL0000006027,562442
LL0000006028,794479
LL0000006029,100170785
LL0000006030,406548
LL0000006031,321212
LL0000006032,567110
LL0000006033,794040
LL0000006034,492459
LL0000006035,558942
LL0000006036,565862
LL0000006037,567859
LL0000006038,100003546
LL0000006039,101886065
LL0000006040,692293
LL0000006041,550594
LL0000006042,436694
LL0000006043,494135
LL0000006044,767771
LL0000006045,445159
LL0000006046,792620
LL0000006047,445183
LL0000006048,777610
LL0000006049,562660
LL0000006050,561372
LL0000006051,565370
LL0000006052,568094
LL0000006053,100037391
LL0000006054,260439
LL0000006055,338138
LL0000006056,114454
LL0000006057,492492
LL0000006058,30187
LL0000006059,415145
LL0000006060,335720
LL0000006061,325592
LL0000006062,393698
LL0000006063,550465
LL0000006064,336736
LL0000006065,393198
LL0000006066,393820
LL0000006067,57970
LL0000006068,57969
LL0000006069,100002536
LL0000006070,550442
LL0000006071,100037331
LL0000006072,436893
